color_code,unique_id,black_box,red_circle,green_triangle,blue_pentagon
1008_4B,hue_2,"(209, 183, 226)","(210, 151, 196)","(66, 148, 133)","(36, 92, 222)"
1008_6C,gaussian_blur_32,"(223, 200, 204)","(190, 88, 112)","(64, 120, 106)","(54, 74, 135)"
2003_6B,hue_11,"(207, 80, 80)","(194, 29, 102)","(26, 87, 111)","(26, 87, 111)"
1004_4b,hue_38,"(136, 123, 141)","(139, 67, 91)","(58, 90, 78)","(61, 84, 118)"
2002_6B,clahe_60,"(204, 148, 118)","(149, 28, 29)","(23, 81, 43)","(20, 41, 102)"
7002_17,noise_34,"(191, 172, 146)","(149, 27, 30)","(16, 81, 60)","(6, 28, 85)"
1008_4a,motion_blur_40,"(190, 142, 148)","(206, 133, 130)","(114, 139, 125)","(69, 75, 108)"
8002_12B,hue_47,"(184, 113, 125)","(122, 10, 82)","(1, 78, 87)",
8007_3E,clahe_6,"(190, 191, 186)","(171, 61, 56)","(48, 90, 56)","(45, 59, 109)"
2001_4B,brightness_37,"(180, 152, 167)","(135, 45, 55)","(48, 91, 69)","(29, 47, 111)"
7001_19,motion_blur_31,"(165, 150, 132)","(127, 22, 27)","(9, 52, 41)","(4, 18, 55)"
8007_3E,shadow_9,"(123, 123, 121)","(105, 54, 51)","(49, 69, 53)","(48, 54, 78)"
1008_5C,motion_blur_4,"(166, 95, 84)","(180, 22, 34)","(8, 90, 43)","(21, 33, 78)"
2003_6B,gaussian_blur_41,"(165, 120, 104)","(121, 18, 27)","(22, 68, 41)","(2, 21, 89)"
8002-8F_shadow,9,"(84, 43, 42)","(94, 30, 28)","(38, 60, 45)","(31, 40, 65)"
2001_4B,shadow_72,"(64, 52, 51)","(75, 41, 41)","(7, 24, 14)","(0, 7, 26)"
2001_4B,gamma_3,"(177, 164, 188)","(167, 33, 47)","(15, 105, 71)","(2, 38, 145)"
2001_4B,shadow_63,"(110, 95, 90)","(84, 40, 39)","(37, 57, 45)","(33, 41, 63)"
1004_4C,brightness_37,"(187, 166, 160)","(139, 36, 39)","(28, 56, 40)","(21, 21, 46)"
8002_12C,shadow_27,"(99, 82, 66)","(82, 41, 42)","(37, 55, 45)","(34, 40, 62)"
2002_6a,clahe_24,"(144, 101, 96)","(145, 63, 68)","(55, 84, 79)","(60, 68, 111)"
2002_4B,gaussian_blur_41,"(175, 137, 150)","(127, 20, 31)","(18, 71, 43)","(2, 20, 95)"
8002_2c,gamma_21,"(168, 141, 172)","(149, 69, 82)","(107, 123, 123)","(101, 103, 142)"
1001_4A,hue_2,"(162, 145, 154)","(167, 30, 44)","(10, 85, 39)","(26, 41, 79)"
8002_7c,rotate_44,"(185, 147, 146)","(194, 129, 129)","(101, 125, 114)","(87, 95, 130)"
2002_3c,shadow_18,"(111, 88, 86)","(114, 84, 85)","(67, 79, 77)","(63, 69, 87)"
7001_19,brightness_19,"(226, 217, 201)","(183, 71, 67)","(54, 100, 70)","(39, 57, 110)"
1006_6C,noise_43,"(161, 146, 151)","(189, 78, 107)","(30, 84, 78)","(26, 45, 107)"
7001_21,shadow_36,"(106, 99, 91)","(79, 39, 40)","(34, 50, 45)","(31, 37, 51)"
2002_4B,clahe_6,"(178, 164, 194)","(188, 52, 70)","(14, 118, 92)","(3, 46, 160)"
2003_6C,hue_47,"(182, 171, 143)","(117, 40, 19)","(10, 56, 43)","(5, 7, 81)"
1008_4a,rotate_44,"(190, 143, 148)","(206, 134, 130)","(115, 139, 126)","(70, 75, 109)"
1003_3C,brightness_1,"(152, 93, 119)","(144, 0, 0)","(2, 59, 6)","(0, 1, 48)"
2001_6C,gamma_39,"(212, 180, 182)","(132, 40, 65)","(30, 68, 61)","(48, 60, 122)"
2003_6C,hue_29,"(195, 157, 138)","(145, 31, 45)","(32, 85, 62)","(2, 25, 84)"
8002_12B,gaussian_blur_68,"(201, 165, 139)","(133, 16, 19)","(22, 72, 45)","(0, 20, 83)"
2002_6C,gamma_48,"(186, 149, 130)","(129, 22, 23)","(15, 72, 40)","(5, 30, 96)"
1004_4C,motion_blur_4,"(226, 219, 252)","(220, 152, 199)","(85, 175, 166)","(53, 100, 251)"
1008_4B,gamma_12,"(209, 155, 169)","(211, 90, 112)","(34, 83, 67)","(22, 28, 66)"
6004_1A,shadow_45,"(89, 88, 84)","(47, 14, 13)","(37, 53, 43)","(34, 36, 52)"
1004_3C,shadow_9,"(83, 54, 59)","(79, 8, 14)","(3, 41, 19)","(11, 17, 37)"
1006_6C,hue_2,"(223, 225, 230)","(214, 118, 205)","(40, 163, 180)","(39, 163, 180)"
8002_12B,gamma_30,"(197, 168, 151)","(155, 53, 64)","(46, 91, 75)","(17, 37, 89)"
1001_4A,brightness_1,"(166, 139, 154)","(171, 23, 34)","(8, 90, 42)","(25, 40, 84)"
1008_4a,noise_25,"(178, 142, 146)","(127, 67, 75)","(87, 117, 102)","(82, 95, 138)"
8002_10A,motion_blur_22,"(224, 203, 200)","(190, 81, 107)","(95, 141, 126)","(85, 102, 158)"
2001_6C,gaussian_blur_23,"(223, 195, 194)","(188, 79, 102)","(63, 118, 102)","(53, 71, 128)"
8007_3E,rotate_44,"(167, 164, 153)","(140, 51, 43)","(24, 58, 33)","(7, 17, 57)"
2002_6C,noise_43,"(178, 151, 153)","(157, 25, 39)","(28, 107, 67)","(4, 29, 134)"
1001_4B,brightness_19,"(177, 159, 172)","(147, 22, 16)","(6, 62, 25)","(1, 15, 78)"
2002_4B,gaussian_blur_23,"(197, 155, 143)","(126, 22, 22)","(14, 64, 41)","(5, 22, 79)"
8002_12C,brightness_28,"(205, 163, 143)","(178, 85, 95)","(79, 121, 105)","(56, 72, 120)"
1008_5C,shadow_9,"(99, 65, 60)","(87, 11, 16)","(4, 44, 21)","(10, 16, 38)"
8002_10A,clahe_15,"(216, 212, 232)","(177, 68, 111)","(16, 116, 102)","(6, 39, 185)"
1001_4B,brightness_10,"(186, 170, 191)","(156, 53, 49)","(43, 94, 63)","(32, 52, 114)"
8002_12C,brightness_37,"(139, 93, 78)","(106, 0, 4)","(6, 49, 22)","(0, 0, 68)"
1008_6C,gamma_3,"(230, 220, 246)","(207, 116, 160)","(78, 166, 156)","(54, 102, 242)"
1004_4b,shadow_27,"(71, 64, 69)","(60, 31, 33)","(61, 73, 69)","(34, 38, 51)"
8002_7c,rotate_8,"(175, 132, 140)","(136, 61, 70)","(54, 79, 78)","(57, 66, 112)"
8002_9A,gaussian_blur_41,"(230, 214, 211)","(221, 138, 159)","(109, 153, 138)","(48, 61, 112)"
8002_9c,clahe_51,"(181, 142, 143)","(132, 64, 73)","(65, 92, 95)","(58, 68, 110)"
P440_hue,2,"(139, 179, 196)","(179, 108, 17)","(30, 89, 74)","(33, 10, 91)"
2001_5c,clahe_24,"(189, 131, 125)","(126, 51, 55)","(68, 101, 94)","(92, 101, 146)"
2002_6C,motion_blur_49,"(186, 149, 130)","(129, 22, 22)","(15, 72, 40)","(5, 30, 96)"
2002_6C,brightness_28,"(170, 133, 124)","(119, 18, 28)","(7, 45, 28)","(0, 3, 59)"
1004_4b,clahe_24,"(165, 145, 159)","(146, 67, 71)","(71, 103, 92)","(90, 102, 138)"
1004_4C,clahe_42,"(152, 134, 128)","(148, 54, 63)","(46, 73, 57)","(48, 48, 74)"
8002-1B_hue,2,"(217, 215, 222)","(176, 37, 46)","(21, 88, 44)","(16, 47, 110)"
2001_5c,gamma_3,"(146, 94, 92)","(120, 54, 65)","(53, 88, 84)","(68, 79, 129)"
2001_4B,rotate_62,"(203, 165, 152)","(138, 25, 24)","(16, 70, 36)","(7, 27, 84)"
8002_12B,rotate_53,"(190, 155, 129)","(128, 19, 24)","(14, 69, 38)","(4, 31, 93)"
2003_6B,noise_52,"(180, 137, 108)","(153, 25, 30)","(18, 98, 57)","(6, 41, 128)"
8002_7c,gamma_30,"(189, 154, 151)","(193, 130, 129)","(92, 120, 111)","(84, 96, 130)"
2002_6B,shadow_27,"(102, 78, 64)","(86, 38, 36)","(33, 55, 43)","(3, 10, 34)"
8002_2B,hue_2,"(222, 218, 242)","(212, 166, 201)","(123, 178, 174)","(88, 139, 240)"
2002_4B,shadow_72,"(96, 82, 79)","(76, 41, 41)","(40, 56, 46)","(34, 41, 62)"
8002_7c,shadow_36,"(106, 90, 90)","(80, 51, 51)","(35, 47, 43)","(31, 36, 52)"
1002_4B,shadow_18,"(90, 85, 90)","(80, 49, 57)","(37, 48, 46)","(36, 38, 50)"
1004_4C,shadow_18,"(85, 79, 82)","(74, 34, 43)","(32, 53, 46)","(24, 31, 56)"
8002_9B,hue_47,"(182, 143, 135)","(116, 17, 32)","(10, 59, 25)","(2, 36, 82)"
8002_10A,noise_34,"(193, 173, 164)","(146, 42, 49)","(30, 67, 47)","(29, 31, 65)"
2003_6C,rotate_62,"(205, 179, 156)","(135, 25, 26)","(14, 68, 37)","(8, 29, 86)"
P490_hue,2,"(10, 137, 146)","(185, 13, 82)","(10, 74, 102)","(10, 74, 102)"
2001_6C,clahe_33,"(159, 131, 135)","(121, 41, 67)","(33, 61, 60)","(41, 45, 79)"
8002_2c,gaussian_blur_14,"(173, 147, 177)","(149, 72, 85)","(74, 100, 102)","(84, 90, 135)"
2001_4B,gaussian_blur_41,"(172, 141, 157)","(123, 22, 34)","(26, 74, 49)","(4, 24, 95)"
2002_6B,motion_blur_13,"(216, 152, 109)","(217, 62, 50)","(56, 119, 82)","(34, 53, 117)"
1004_4C,motion_blur_13,"(223, 207, 215)","(191, 90, 112)","(83, 137, 121)","(62, 83, 146)"
7002_17,gaussian_blur_41,"(186, 172, 147)","(146, 47, 44)","(16, 51, 29)","(0, 9, 50)"
1008_6C,rotate_26,"(172, 143, 141)","(122, 31, 48)","(23, 53, 44)","(17, 22, 59)"
7002_10,hue_2,"(230, 230, 230)","(182, 87, 99)","(75, 117, 94)","(73, 99, 150)"
2003_6B,gamma_30,"(184, 139, 116)","(146, 49, 60)","(35, 79, 62)","(14, 32, 82)"
1004_3C,rotate_8,"(187, 124, 135)","(180, 20, 32)","(14, 96, 48)","(25, 40, 85)"
2001_6B,clahe_60,"(208, 163, 142)","(154, 38, 45)","(33, 86, 51)","(27, 47, 104)"
2002_3B,hue_2,"(176, 134, 57)","(177, 94, 23)","(8, 92, 88)","(40, 23, 81)"
8002_10A,noise_7,"(205, 183, 184)","(207, 118, 141)","(44, 94, 84)","(26, 33, 81)"
1011_gaussian,blur_5,"(133, 21, 20)","(188, 35, 32)","(36, 90, 56)","(16, 37, 101)"
7002_10,clahe_24,"(199, 194, 164)","(157, 46, 46)","(18, 67, 37)","(19, 37, 93)"
2001_6B,rotate_26,"(200, 157, 138)","(132, 27, 25)","(24, 70, 46)","(10, 25, 79)"
7001_21,gamma_30,"(183, 167, 144)","(116, 18, 19)","(8, 42, 30)","(2, 13, 43)"
1002_4B,brightness_1,"(162, 158, 185)","(156, 94, 133)","(47, 124, 116)","(20, 62, 183)"
1001_4B,motion_blur_31,"(155, 135, 136)","(129, 24, 28)","(9, 55, 41)","(5, 20, 58)"
8002_2B,motion_blur_22,"(220, 199, 214)","(194, 93, 113)","(72, 124, 107)","(52, 72, 125)"
1004_4b,noise_7,"(201, 179, 192)","(178, 100, 105)","(95, 129, 118)","(106, 117, 155)"
1001_4A,clahe_6,"(176, 149, 164)","(174, 24, 34)","(7, 90, 41)","(28, 44, 91)"
1006_6C,gamma_21,"(174, 159, 152)","(128, 40, 46)","(27, 55, 41)","(26, 28, 51)"
1006_6C,gamma_3,"(224, 222, 228)","(213, 127, 151)","(75, 138, 146)","(48, 85, 182)"
8007-6G_brightness,1,"(192, 191, 185)","(143, 8, 3)","(8, 57, 22)","(1, 9, 63)"
2002_4B,shadow_63,"(114, 95, 88)","(58, 11, 11)","(36, 58, 43)","(32, 40, 63)"
2002_6C,noise_34,"(187, 154, 145)","(146, 48, 60)","(34, 81, 62)","(17, 36, 95)"
8002_9A,gaussian_blur_5,"(165, 150, 157)","(210, 103, 133)","(84, 127, 120)","(51, 67, 120)"
2002_3B,gaussian_blur_5,"(177, 71, 56)","(178, 22, 33)","(11, 95, 46)","(23, 37, 82)"
2001_6C,gamma_12,"(211, 179, 178)","(213, 119, 141)","(74, 123, 106)","(28, 42, 92)"
2001_6B,clahe_42,"(190, 152, 161)","(126, 23, 37)","(33, 81, 55)","(4, 22, 91)"
8007_3E,motion_blur_22,"(191, 194, 187)","(151, 41, 34)","(23, 66, 35)","(13, 27, 72)"
8002_9c,rotate_44,"(241, 184, 161)","(231, 96, 87)","(95, 156, 119)","(119, 135, 187)"
2001_6B,brightness_37,"(105, 74, 80)","(64, 0, 0)","(3, 21, 4)","(0, 0, 37)"
8002_7c,clahe_24,"(185, 147, 145)","(153, 75, 87)","(71, 103, 101)","(68, 86, 129)"
8002_2c,rotate_35,"(156, 137, 160)","(130, 62, 74)","(63, 97, 91)","(77, 88, 134)"
4005_7A,gaussian_blur_5,"(210, 212, 209)","(168, 59, 54)","(55, 96, 65)","(49, 65, 117)"
6004_1A,clahe_33,"(193, 185, 166)","(135, 31, 38)","(28, 70, 58)","(19, 30, 69)"
7001_19,gaussian_blur_5,"(204, 200, 189)","(164, 57, 52)","(48, 94, 64)","(44, 63, 121)"
2001_3C,shadow_9,"(100, 67, 61)","(92, 38, 43)","(32, 62, 46)","(38, 43, 58)"
8002-1B_gamma,3,"(196, 186, 210)","(171, 31, 25)","(17, 87, 51)","(7, 34, 107)"
6004_1A,rotate_44,"(177, 174, 160)","(148, 45, 41)","(15, 61, 36)","(1, 8, 57)"
P490_clahe,6,"(52, 112, 179)","(172, 26, 11)","(22, 75, 38)","(14, 34, 92)"
8002_12B,clahe_24,"(201, 170, 142)","(129, 28, 28)","(21, 70, 49)","(20, 36, 94)"
2002_4B,hue_65,"(201, 184, 156)","(134, 73, 29)","(25, 73, 64)","(21, 7, 93)"
7003_10,gamma_21,"(210, 206, 173)","(166, 55, 47)","(33, 88, 53)","(7, 36, 97)"
2002_6B,gaussian_blur_5,"(186, 154, 165)","(183, 46, 63)","(15, 125, 97)","(3, 51, 170)"
2003_6C,gaussian_blur_14,"(223, 192, 148)","(208, 58, 45)","(45, 110, 75)","(31, 51, 115)"
1001_4A,gaussian_blur_5,"(166, 139, 154)","(171, 20, 31)","(6, 89, 41)","(22, 38, 83)"
8002_9B,brightness_46,"(174, 142, 128)","(111, 9, 11)","(2, 57, 26)","(1, 17, 79)"
7001_19,hue_20,"(208, 205, 161)","(165, 75, 23)","(19, 84, 62)","(11, 3, 92)"
2002_6a,clahe_33,"(155, 112, 109)","(140, 63, 73)","(41, 68, 69)","(55, 66, 111)"
7003_10,motion_blur_40,"(165, 156, 127)","(133, 29, 27)","(5, 42, 19)","(0, 6, 50)"
1004_4b,gamma_12,"(102, 79, 87)","(177, 91, 99)","(88, 110, 103)","(75, 80, 126)"
2001_6C,hue_29,"(156, 151, 146)","(103, 58, 39)","(13, 23, 35)","(27, 15, 41)"
2001_4B,rotate_35,"(185, 152, 153)","(136, 45, 52)","(34, 74, 58)","(17, 35, 84)"
8002_2B,gamma_21,"(224, 206, 218)","(202, 108, 127)","(88, 139, 123)","(67, 88, 140)"
8002_9A,clahe_6,"(157, 142, 148)","(197, 92, 122)","(53, 95, 88)","(40, 56, 108)"
8002-1B_shadow,9,"(67, 64, 73)","(57, 7, 6)","(3, 25, 13)","(1, 8, 34)"
7001_21,rotate_26,"(212, 210, 198)","(149, 38, 34)","(25, 71, 42)","(4, 22, 75)"
2002_6a,motion_blur_4,"(196, 140, 129)","(190, 99, 106)","(95, 132, 122)","(110, 121, 169)"
2001_6C,rotate_17,"(217, 188, 187)","(218, 132, 154)","(89, 137, 120)","(38, 54, 106)"
7003_10,clahe_15,"(186, 178, 147)","(131, 26, 20)","(32, 83, 51)","(7, 27, 88)"
8002_1A,gaussian_blur_32,"(154, 142, 139)","(120, 33, 35)","(19, 42, 32)","(18, 19, 40)"
1006_6C,shadow_36,"(129, 125, 124)","(112, 58, 71)","(57, 84, 77)","(51, 62, 94)"
2002_6B,gaussian_blur_23,"(172, 120, 91)","(128, 24, 21)","(17, 63, 37)","(6, 22, 75)"
1004_4b,motion_blur_22,"(170, 150, 165)","(168, 87, 94)","(82, 115, 104)","(97, 109, 146)"
1006_6B,noise_25,"(188, 170, 182)","(146, 42, 75)","(24, 94, 87)","(22, 32, 98)"
8002_10A,clahe_42,"(207, 188, 183)","(175, 64, 93)","(42, 99, 85)","(38, 58, 120)"
1008_4B,rotate_8,"(219, 188, 234)","(216, 156, 198)","(69, 154, 145)","(37, 81, 229)"
2001_4B,clahe_42,"(186, 154, 170)","(120, 19, 29)","(27, 76, 49)","(3, 21, 93)"
1006_6C,gamma_39,"(152, 137, 142)","(182, 66, 96)","(22, 64, 60)","(20, 35, 87)"
1007_5C,motion_blur_4,"(172, 111, 105)","(162, 16, 29)","(8, 89, 41)","(22, 36, 80)"
1008_6C,rotate_17,"(216, 182, 174)","(198, 70, 85)","(45, 89, 75)","(35, 44, 89)"
2002_6a,gamma_21,"(131, 89, 82)","(160, 77, 84)","(62, 91, 85)","(68, 76, 119)"
1001_4B,noise_34,"(169, 150, 151)","(167, 32, 38)","(15, 103, 78)","(10, 39, 111)"
8002_2B,motion_blur_31,"(185, 162, 173)","(134, 40, 54)","(36, 85, 73)","(61, 83, 155)"
2002_3c,rotate_17,"(178, 129, 127)","(185, 122, 124)","(85, 112, 107)","(77, 90, 128)"
8002_12C,rotate_71,"(175, 127, 95)","(132, 18, 21)","(18, 70, 42)","(1, 21, 85)"
1004_4C,motion_blur_22,"(166, 150, 160)","(97, 28, 51)","(27, 64, 61)","(41, 60, 127)"
1008_6a,shadow_45,"(84, 73, 72)","(90, 70, 68)","(55, 65, 61)","(55, 59, 70)"
2003_6C,gaussian_blur_59,"(206, 180, 157)","(135, 25, 26)","(15, 69, 37)","(8, 29, 86)"
6004_1A,noise_16,"(200, 197, 186)","(167, 34, 26)","(23, 106, 49)","(7, 31, 131)"
8002_9c,motion_blur_13,"(239, 182, 164)","(236, 119, 113)","(155, 189, 164)","(130, 144, 192)"
1006_6a,motion_blur_40,"(162, 138, 151)","(108, 86, 89)","(64, 101, 94)","(72, 86, 128)"
1008_4a,gaussian_blur_5,"(199, 153, 156)","(211, 134, 132)","(130, 155, 139)","(105, 117, 154)"
6004_1A,gaussian_blur_5,"(210, 211, 203)","(165, 58, 55)","(50, 93, 65)","(45, 61, 116)"
1002_4B,gaussian_blur_23,"(177, 163, 159)","(140, 42, 44)","(26, 57, 40)","(26, 26, 54)"
1008_5C,brightness_1,"(174, 111, 101)","(187, 45, 55)","(30, 105, 63)","(44, 55, 95)"
2001_4B,shadow_36,"(100, 88, 88)","(62, 28, 30)","(41, 57, 51)","(6, 12, 31)"
2002_4B,gamma_39,"(168, 127, 141)","(117, 14, 24)","(11, 59, 33)","(1, 15, 85)"
1008_4B,rotate_35,"(220, 176, 188)","(199, 104, 125)","(107, 144, 127)","(76, 89, 130)"
8002_1A,gaussian_blur_5,"(224, 229, 252)","(216, 133, 180)","(147, 202, 211)","(86, 127, 248)"
6004_1A,gamma_39,"(169, 166, 151)","(139, 36, 33)","(7, 50, 26)","(1, 5, 49)"
2002_6C,rotate_17,"(220, 171, 129)","(206, 58, 46)","(50, 113, 74)","(38, 57, 119)"
8002_9B,gaussian_blur_14,"(227, 187, 152)","(212, 59, 48)","(48, 112, 77)","(33, 52, 117)"
2002_6B,motion_blur_49,"(169, 118, 95)","(133, 24, 25)","(17, 73, 41)","(7, 34, 99)"
7001_19,brightness_1,"(193, 189, 178)","(156, 57, 52)","(48, 91, 63)","(45, 62, 116)"
1001_4B,brightness_28,"(103, 85, 85)","(78, 0, 0)","(1, 5, 1)","(0, 0, 7)"
8002_9B,gaussian_blur_68,"(194, 163, 151)","(129, 27, 26)","(24, 73, 47)","(1, 22, 90)"
1002_4B,rotate_8,"(227, 222, 253)","(220, 148, 194)","(97, 183, 175)","(62, 111, 251)"
4005_7A,gamma_3,"(217, 219, 216)","(181, 78, 73)","(72, 114, 83)","(67, 84, 135)"
7001_21,gaussian_blur_5,"(213, 213, 205)","(163, 60, 57)","(51, 96, 68)","(47, 64, 118)"
2001_4B,hue_20,"(222, 156, 183)","(156, 24, 106)","(11, 87, 102)",
4005_7A,clahe_6,"(203, 205, 204)","(160, 52, 43)","(60, 102, 70)","(46, 62, 114)"
2002_6B,rotate_62,"(189, 133, 103)","(145, 24, 22)","(18, 75, 38)","(11, 32, 91)"
7001_19,rotate_8,"(204, 200, 189)","(164, 57, 52)","(50, 96, 66)","(44, 63, 121)"
7002_10,rotate_26,"(203, 198, 169)","(148, 39, 36)","(23, 70, 42)","(7, 27, 81)"
P440_brightness,1,"(92, 134, 124)","(116, 0, 0)","(7, 29, 6)","(0, 0, 30)"
2002_6C,brightness_10,"(243, 187, 139)","(227, 58, 43)","(50, 121, 77)","(34, 56, 127)"
2002_3c,hue_20,"(160, 105, 108)","(137, 62, 71)","(48, 79, 71)","(52, 68, 109)"
1004_4b,gamma_21,"(179, 161, 175)","(178, 100, 107)","(95, 128, 117)","(110, 123, 158)"
2001_6B,noise_70,"(197, 163, 154)","(167, 33, 34)","(31, 116, 70)","(5, 40, 146)"
1008_4B,hue_29,"(236, 210, 212)","(215, 131, 136)","(132, 159, 151)","(100, 103, 148)"
8002_1A,rotate_44,"(198, 192, 201)","(103, 32, 56)","(24, 59, 57)","(38, 59, 121)"
7002_10,hue_11,"(199, 177, 166)","(113, 14, 57)","(17, 53, 13)","(1, 49, 70)"
8002_2B,brightness_37,"(214, 195, 191)","(189, 88, 89)","(71, 104, 85)","(70, 74, 99)"
2001_6C,gaussian_blur_14,"(217, 188, 188)","(218, 132, 153)","(87, 135, 118)","(38, 54, 105)"
2002_6a,gamma_12,"(169, 118, 117)","(169, 90, 103)","(82, 110, 110)","(90, 96, 145)"
8002_2B,brightness_28,"(123, 105, 114)","(82, 6, 18)","(3, 42, 32)","(22, 41, 99)"
1008_6a,hue_11,"(164, 144, 127)","(182, 150, 112)","(71, 93, 101)","(76, 58, 109)"
2001_6B,brightness_55,"(206, 165, 147)","(150, 48, 46)","(40, 88, 55)","(32, 50, 99)"
4005_7A,gaussian_blur_41,"(180, 173, 157)","(146, 51, 44)","(25, 59, 30)","(6, 13, 48)"
1008_4B,motion_blur_31,"(220, 176, 188)","(199, 104, 125)","(106, 143, 127)","(77, 90, 131)"
8002_12C,shadow_9,"(110, 91, 76)","(73, 18, 16)","(19, 45, 24)","(10, 19, 46)"
2001_6B,brightness_46,"(226, 178, 165)","(161, 49, 49)","(41, 102, 67)","(30, 57, 128)"
2001_4B,clahe_24,"(205, 170, 158)","(138, 31, 30)","(20, 68, 44)","(15, 30, 85)"
1006_6a,motion_blur_4,"(187, 155, 169)","(182, 95, 101)","(96, 129, 118)","(111, 120, 161)"
1006_6a,noise_25,"(155, 132, 141)","(170, 88, 91)","(71, 113, 99)","(77, 91, 141)"
2001_4B,motion_blur_40,"(172, 141, 157)","(122, 22, 34)","(26, 74, 49)","(4, 24, 95)"
P490_noise,7,"(28, 104, 182)","(215, 44, 36)","(50, 127, 73)","(27, 59, 143)"
8002_9c,shadow_45,"(130, 103, 92)","(108, 44, 41)","(43, 72, 55)","(56, 63, 87)"
2002_6B,brightness_1,"(254, 226, 240)","(253, 100, 121)","(64, 192, 159)","(50, 107, 245)"
4005_7A,shadow_18,"(104, 106, 105)","(49, 8, 7)","(9, 28, 15)","(2, 9, 32)"
2002_6C,gaussian_blur_14,"(220, 171, 129)","(206, 58, 45)","(52, 114, 75)","(37, 57, 119)"
8002_12C,noise_16,"(218, 164, 113)","(214, 81, 69)","(64, 140, 94)","(46, 66, 141)"
7001_19,motion_blur_13,"(187, 177, 167)","(130, 22, 19)","(17, 70, 37)","(2, 22, 86)"
1003_3C,motion_blur_4,"(182, 126, 150)","(174, 23, 33)","(4, 93, 43)","(22, 38, 83)"
7002_17,gamma_21,"(218, 208, 182)","(158, 46, 39)","(22, 72, 40)","(5, 28, 82)"
1004_4b,gaussian_blur_32,"(191, 170, 185)","(170, 92, 98)","(73, 107, 98)","(72, 86, 127)"
1006_6B,shadow_27,"(109, 100, 106)","(49, 14, 25)","(5, 19, 19)","(5, 6, 21)"
1001_4B,rotate_8,"(193, 186, 218)","(175, 73, 72)","(65, 112, 88)","(58, 79, 142)"
1006_6a,motion_blur_22,"(148, 122, 132)","(158, 79, 82)","(61, 96, 84)","(69, 81, 126)"
8002_12B,noise_43,"(179, 154, 149)","(151, 23, 37)","(30, 104, 67)","(5, 28, 130)"
7002_17,gaussian_blur_23,"(216, 206, 179)","(153, 41, 35)","(20, 67, 36)","(4, 24, 77)"
2001_5c,brightness_19,"(233, 169, 161)","(196, 106, 116)","(112, 151, 141)","(138, 149, 201)"
2002_4B,rotate_71,"(198, 156, 144)","(131, 25, 23)","(20, 69, 41)","(3, 24, 90)"
2002_6a,motion_blur_22,"(125, 82, 76)","(155, 71, 78)","(56, 85, 79)","(62, 70, 113)"
1006_6C,rotate_8,"(221, 218, 225)","(209, 115, 140)","(63, 126, 133)","(39, 73, 176)"
2002_3c,brightness_28,"(138, 97, 95)","(114, 53, 63)","(44, 70, 67)","(47, 60, 95)"
2002_6B,noise_52,"(177, 131, 111)","(161, 32, 33)","(24, 106, 59)","(10, 47, 135)"
2001_6B,noise_7,"(197, 177, 188)","(200, 52, 64)","(28, 151, 100)","(10, 58, 187)"
2002_6C,shadow_72,"(105, 90, 83)","(48, 7, 8)","(4, 25, 14)","(1, 7, 31)"
1008_6C,hue_20,"(175, 142, 143)","(125, 31, 58)","(23, 56, 43)","(17, 27, 62)"
8002_2c,motion_blur_31,"(156, 137, 160)","(130, 62, 74)","(63, 97, 92)","(77, 88, 134)"
7002_17,motion_blur_31,"(186, 165, 136)","(125, 21, 24)","(9, 49, 37)","(4, 17, 52)"
1001_4B,clahe_6,"(171, 165, 197)","(169, 67, 65)","(51, 98, 74)","(36, 56, 116)"
2002_3c,noise_7,"(174, 128, 131)","(162, 79, 92)","(75, 108, 109)","(78, 92, 142)"
8002_12C,motion_blur_13,"(214, 153, 97)","(209, 60, 48)","(55, 117, 78)","(36, 53, 113)"
2003_6C,gaussian_blur_50,"(193, 165, 144)","(128, 16, 20)","(11, 67, 36)","(2, 30, 92)"
2003_6C,rotate_35,"(189, 167, 154)","(139, 45, 54)","(37, 78, 61)","(12, 28, 79)"
2002_3c,gamma_12,"(185, 138, 136)","(191, 132, 133)","(95, 122, 117)","(87, 101, 137)"
1008_6C,gamma_39,"(225, 209, 203)","(153, 55, 79)","(53, 109, 90)","(75, 98, 168)"
1004_4C,rotate_8,"(226, 219, 253)","(219, 153, 199)","(87, 175, 166)","(52, 100, 251)"
8002_12B,rotate_8,"(186, 177, 178)","(170, 41, 54)","(20, 112, 83)","(3, 45, 150)"
1008_6a,hue_2,"(170, 128, 139)","(179, 104, 120)","(64, 96, 83)","(62, 85, 120)"
2001_4B,gaussian_blur_68,"(194, 156, 153)","(128, 23, 25)","(20, 68, 41)","(1, 21, 82)"
2002_4B,noise_61,"(210, 173, 157)","(183, 40, 38)","(32, 122, 60)","(14, 49, 140)"
1008_6C,clahe_42,"(201, 184, 178)","(147, 49, 73)","(26, 79, 61)","(54, 76, 146)"
7001_19,clahe_24,"(197, 188, 174)","(149, 38, 31)","(35, 83, 52)","(16, 34, 85)"
2002_4B,gaussian_blur_14,"(223, 172, 142)","(208, 60, 50)","(51, 114, 80)","(35, 54, 118)"
8002_9c,brightness_10,"(254, 240, 220)","(251, 173, 167)","(209, 242, 219)","(185, 199, 243)"
2002_4B,clahe_69,"(207, 165, 152)","(138, 31, 35)","(34, 84, 55)","(14, 33, 101)"
